transaction_id,user_id,transaction_date,region,city,store_id,product_category,sale_amount,price,quantity,status,age,subscription,email,username,raw_timestamp
T00381,1082,2025-10-09,North,Mumbai,S106,Electronics,3114.42,2628.58,4,Completed,31,Standard,user381@example.com,user381,2025-10-09 13:20:00
T00382,1051,2025-03-27,East,Hyderabad,S101,Books,7057.89,3982.23,8,Pending,39,Premium,user382@example.com,user382,2025-03-27 07:10:31
T00383,1098,2025-02-16,West,Hyderabad,S106,Sports,4127.22,3445.43,3,Completed,24,Basic,user383@example.com,user383,2025-02-16 07:20:35
T00384,1057,2025-11-27,East,Hyderabad,S107,Clothing,9685.75,3795.65,3,Cancelled,18,Basic,user384@example.com,user384,2025-11-27 22:28:35
T00385,1073,2025-05-31,East,Pune,S106,Sports,5932.09,2736.53,8,Cancelled,54,Standard,user385@example.com,user385,2025-05-31 05:04:33
T00386,1070,2025-03-21,North,Ahmedabad,S101,Sports,9851.08,2274.45,9,,62,Premium,user386@example.com,user386,2025-03-21 00:39:54
T00387,1093,2025-07-06,West,Kolkata,S104,Books,2941.56,3891.28,8,Pending,55,Basic,user387@example.com,user387,2025-07-06 10:26:41
T00388,1009,2025-06-14,West,Chennai,S103,Electronics,6326.09,596.8,4,Completed,47,Premium,user388@example.com,user388,2025-06-14 03:02:36
T00389,1068,2025-11-25,North,Hyderabad,S106,Furniture,7929.26,4189.68,10,Completed,16,Premium,user389@example.com,user389,2025-11-25 20:31:59
T00390,1047,2025-02-10,South,Pune,S101,Books,7703.11,2366.89,5,Completed,62,Premium,user390@example.com,user390,2025-02-10 09:04:13
T00391,1069,2025-09-23,South,Mumbai,S104,Books,,530.74,4,Pending,51,Standard,,user391,2025-09-23 17:26:47
T00392,1087,2025-02-24,South,Kolkata,S102,Furniture,6961.11,3843.1,3,,48,Basic,user392@example.com,user392,2025-02-24 21:10:34
T00393,1041,2025-11-04,North,Pune,S107,Sports,4292.66,2242.91,7,Cancelled,54,Premium,user393@example.com,user393,2025-11-04 18:34:13
T00394,1033,2025-07-12,North,Ahmedabad,S108,Grocery,11121.15,3840.26,1,Completed,34,Standard,user394@example.com,user394,2025-07-12 00:33:08
T00395,1028,2025-06-04,North,Hyderabad,S105,Books,11814.29,82.52,9,Pending,22,Premium,user395@example.com,user395,2025-06-04 14:22:09
T00396,1032,2025-03-12,East,Delhi,S105,Electronics,10686.54,1361.69,10,,52,Premium,user396@example.com,user396,2025-03-12 23:04:46
T00397,1089,2025-06-16,West,Delhi,S101,Sports,2157.54,3974.88,10,,21,Premium,user397@example.com,user397,2025-06-16 10:22:56
T00398,1099,2025-08-11,East,Hyderabad,S107,Electronics,10427.19,2111.78,5,Completed,36,Standard,user398@example.com,user398,2025-08-11 18:09:20
T00399,1087,2025-09-15,South,Ahmedabad,S110,Books,1923.05,,9,Completed,30,Basic,user399@example.com,user399,2025-09-15 09:50:25
T00400,1074,2025-03-17,West,Kolkata,S105,Electronics,1082.29,704.34,7,,65,Standard,user400@example.com,user400,2025-03-17 04:48:08
T00401,1084,2025-09-04,East,Mumbai,S104,Electronics,5905.55,2818.52,5,,36,Standard,user401@example.com,user401,2025-09-04 18:05:07
T00402,1025,2025-12-10,North,Pune,S110,Sports,4446.68,2097.23,1,Cancelled,26,Basic,user402@example.com,user402,2025-12-10 19:52:51
T00403,1030,2025-08-15,East,Pune,S103,Sports,5341.51,3134.75,2,Completed,63,Premium,user403@example.com,user403,2025-08-15 07:39:59
T00404,1002,2025-03-17,North,Bengaluru,S105,Grocery,9859.59,4350.32,8,Completed,37,Premium,user404@example.com,user404,2025-03-17 23:34:13
T00405,1071,2025-04-15,South,Chennai,S101,Grocery,9029.23,2754.8,10,Completed,32,Premium,user405@example.com,user405,2025-04-15 01:18:12
T00406,1084,2025-12-23,West,Bengaluru,S107,Sports,731.71,3108.93,5,Cancelled,22,Premium,user406@example.com,,2025-12-23 09:55:56
T00407,1066,2025-11-29,West,Pune,S108,Books,11759.53,1963.29,9,Completed,27,Premium,user407@example.com,user407,2025-11-29 16:29:35
T00408,1068,2025-12-31,North,Pune,S108,Grocery,3043.97,156.37,3,Completed,38,Standard,,user408,2025-12-31 11:22:40
T00409,1065,2025-06-04,North,Hyderabad,S105,Grocery,11741.11,1219.21,1,Cancelled,30,Premium,user409@example.com,user409,2025-06-04 10:57:25
T00410,1067,2025-12-03,East,Kolkata,S104,Books,8785.69,729.44,3,,35,Standard,user410@example.com,user410,2025-12-03 10:28:34
T00411,1070,2025-03-09,East,Chennai,S105,Sports,1749.06,1073.45,9,Pending,43,Premium,user411@example.com,user411,2025-03-09 20:59:36
T00412,1093,2025-03-22,West,Chennai,S106,Furniture,6732.35,1621.61,1,Cancelled,42,Basic,user412@example.com,user412,2025-03-22 09:28:47
T00413,1100,2025-11-23,East,Bengaluru,S103,Furniture,3358.17,4669.59,1,Cancelled,54,Standard,user413@example.com,user413,2025-11-23 19:14:38
T00414,1011,2025-04-29,South,Chennai,S109,Books,,1193.02,8,Cancelled,27,Basic,user414@example.com,user414,2025-04-29 15:30:08
T00415,1098,2025-03-25,West,Delhi,S107,Furniture,483.53,1006.64,4,Pending,20,Premium,user415@example.com,user415,2025-03-25 14:55:39
T00416,1032,2025-09-08,South,Kolkata,S101,Books,10414.62,3454.92,7,Cancelled,41,Standard,user416@example.com,user416,2025-09-08 23:36:38
T00417,1005,2025-10-02,West,Ahmedabad,S108,Electronics,10521.82,2649.89,4,,63,Premium,user417@example.com,user417,2025-10-02 17:24:33
T00418,1057,2025-11-19,South,Delhi,S105,Grocery,2359.22,,3,,34,Standard,user418@example.com,user418,2025-11-19 01:44:33
T00419,1012,2025-03-14,West,Chennai,S110,Sports,7788.61,2344.72,9,Pending,41,Basic,user419@example.com,user419,2025-03-14 10:28:01
T00420,1026,2025-04-02,South,Bengaluru,S105,Clothing,10769.75,2295.72,3,Completed,21,Premium,user420@example.com,user420,2025-04-02 22:28:40
T00421,1094,2025-07-05,East,Kolkata,S109,Grocery,8516.62,472.27,1,Pending,37,Standard,user421@example.com,user421,2025-07-05 21:55:09
T00422,1092,2025-03-25,West,Kolkata,S105,Clothing,2228.51,4350.65,8,Cancelled,56,Premium,user422@example.com,user422,2025-03-25 03:57:08
T00423,1002,2025-04-14,South,Ahmedabad,S108,Books,9208.21,67.49,1,,31,Premium,user423@example.com,user423,2025-04-14 18:42:30
T00424,1077,2025-08-21,West,Mumbai,S109,Clothing,1044.92,2080.25,10,Pending,19,Premium,user424@example.com,user424,2025-08-21 04:03:41
T00425,1086,2025-06-28,North,Pune,S102,Electronics,10260.57,231.77,2,,27,Premium,,user425,2025-06-28 21:18:39
T00426,1072,2025-12-05,East,Ahmedabad,S110,Clothing,7180.13,3472.99,1,Completed,65,Basic,user426@example.com,user426,2025-12-05 10:23:57
T00427,1071,2025-07-14,West,Delhi,S108,Furniture,9125.46,4110.31,2,Cancelled,37,Standard,user427@example.com,user427,2025-07-14 13:33:13
T00428,1074,2025-12-23,West,Ahmedabad,S110,Sports,792.4,1084.8,5,,54,Basic,user428@example.com,user428,2025-12-23 08:33:36
T00429,1073,2025-11-16,South,Ahmedabad,S108,Furniture,1643.59,1801.57,10,Pending,61,Basic,user429@example.com,user429,2025-11-16 06:00:07
T00430,1095,2025-01-13,East,Kolkata,S107,Electronics,9581.12,2351.18,6,Cancelled,51,Standard,user430@example.com,user430,2025-01-13 06:00:40
T00431,1009,2025-04-14,North,Delhi,S109,Books,3127.57,3465.58,6,Completed,23,Standard,user431@example.com,user431,2025-04-14 10:21:25
T00432,1023,2025-10-19,East,Pune,S106,Sports,446.5,3099.17,8,,18,Standard,user432@example.com,user432,2025-10-19 04:30:09
T00433,1043,2025-11-18,South,Kolkata,S101,Books,10396.17,2330.06,5,Cancelled,51,Standard,user433@example.com,user433,2025-11-18 00:13:36
T00434,1046,2025-12-17,West,Chennai,S105,Electronics,11002.62,1692.01,6,,56,Standard,user434@example.com,user434,2025-12-17 05:36:38
T00435,1097,2025-07-19,North,Pune,S101,Clothing,1490.45,977.53,7,Completed,47,Premium,user435@example.com,,2025-07-19 11:28:53
T00436,1015,2025-06-04,North,Hyderabad,S104,Electronics,3697.59,1119.89,8,Completed,46,Standard,user436@example.com,user436,2025-06-04 04:12:21
T00437,1100,2025-09-05,North,Chennai,S102,Books,,,3,Pending,62,Premium,user437@example.com,user437,2025-09-05 14:24:45
T00438,1006,2025-09-25,West,Pune,S108,Electronics,3800.68,623.39,2,Cancelled,17,Standard,user438@example.com,user438,2025-09-25 09:40:57
T00439,1036,2025-04-18,North,Ahmedabad,S102,Clothing,2391.29,1638.36,3,Pending,33,Premium,user439@example.com,user439,2025-04-18 00:39:35
T00440,1071,2025-09-21,North,Delhi,S103,Sports,6556.09,556.76,5,Pending,26,Premium,user440@example.com,user440,2025-09-21 09:39:57
T00441,1004,2025-06-23,South,Hyderabad,S102,Grocery,703.64,2725.86,1,Completed,43,Basic,user441@example.com,user441,2025-06-23 05:45:38
T00442,1058,2025-10-31,North,Delhi,S106,Furniture,8312.49,3165.88,9,Completed,64,Basic,,user442,2025-10-31 18:08:05
T00443,1088,2025-12-24,South,Ahmedabad,S104,Furniture,5521.45,2367.97,3,Cancelled,39,Basic,user443@example.com,user443,2025-12-24 05:44:58
T00444,1042,2025-12-07,South,Ahmedabad,S101,Electronics,10343.42,1685.12,8,Completed,38,Basic,user444@example.com,user444,2025-12-07 14:54:10
T00445,1017,2025-05-25,West,Kolkata,S102,Clothing,7292.84,3851.31,9,Completed,35,Standard,user445@example.com,user445,2025-05-25 14:25:37
T00446,1021,2025-07-31,South,Kolkata,S102,Clothing,2999.92,1230.95,4,,43,Standard,user446@example.com,user446,2025-07-31 10:34:44
T00447,1095,2025-05-01,South,Bengaluru,S110,Books,8068.3,906.77,8,Cancelled,51,Premium,user447@example.com,user447,2025-05-01 14:11:19
T00448,1077,2025-07-27,South,Pune,S108,Sports,1394.06,394.56,1,Completed,29,Premium,user448@example.com,user448,2025-07-27 18:57:48
T00449,1085,2025-11-22,East,Ahmedabad,S109,Clothing,9109.22,4058.7,7,,28,Premium,user449@example.com,user449,2025-11-22 21:56:20
T00450,1039,2025-06-03,South,Pune,S102,Books,10967.13,2872.87,1,,24,Basic,user450@example.com,user450,2025-06-03 01:23:57
T00451,1072,2025-10-09,North,Bengaluru,S105,Electronics,110.04,4841.1,4,,60,Standard,user451@example.com,user451,2025-10-09 12:40:20
T00452,1070,2025-12-31,East,Chennai,S108,Furniture,4640.62,1944.81,4,,39,Basic,user452@example.com,user452,2025-12-31 04:18:55
T00453,1083,2025-12-10,West,Chennai,S108,Sports,238.07,671.47,7,Pending,21,Premium,user453@example.com,user453,2025-12-10 20:51:26
T00454,1055,2025-08-22,East,Ahmedabad,S109,Grocery,8375.15,4473.23,9,,40,Basic,user454@example.com,user454,2025-08-22 07:11:27
T00455,1094,2025-11-06,East,Delhi,S107,Books,6028.07,86.78,10,Cancelled,18,Premium,user455@example.com,user455,2025-11-06 18:30:45
T00456,1089,2025-07-08,West,Chennai,S109,Clothing,5830.24,,8,Completed,49,Standard,user456@example.com,user456,2025-07-08 02:15:30
T00457,1010,2025-11-19,North,Hyderabad,S106,Books,11528.89,3721.35,1,,45,Standard,user457@example.com,user457,2025-11-19 15:36:46
T00458,1038,2025-06-19,North,Chennai,S101,Sports,11530.92,2134.03,10,Cancelled,62,Standard,user458@example.com,user458,2025-06-19 08:03:40
T00459,1085,2025-08-31,North,Hyderabad,S105,Grocery,6917.03,2911.8,2,Pending,48,Premium,,user459,2025-08-31 08:16:08
T00460,1002,2025-11-12,West,Chennai,S110,Sports,,1440.81,3,,39,Premium,user460@example.com,user460,2025-11-12 08:50:44
T00461,1005,2025-05-01,North,Bengaluru,S103,Books,9612.53,2450.35,3,,64,Basic,user461@example.com,user461,2025-05-01 12:15:42
T00462,1074,2025-08-14,North,Hyderabad,S105,Electronics,2090.67,3643.7,1,Pending,45,Basic,user462@example.com,user462,2025-08-14 15:19:30
T00463,1050,2025-09-30,South,Delhi,S103,Books,8233.77,1206.62,7,Completed,34,Basic,user463@example.com,user463,2025-09-30 12:43:20
T00464,1069,2025-09-29,North,Kolkata,S110,Sports,588.11,3430.24,5,Cancelled,33,Basic,user464@example.com,,2025-09-29 03:16:41
T00465,1096,2025-10-27,East,Mumbai,S109,Clothing,9300.5,1986.21,3,Cancelled,51,Premium,user465@example.com,user465,2025-10-27 21:00:53
T00466,1014,2025-02-04,South,Pune,S104,Sports,1262.62,109.21,5,Cancelled,28,Premium,user466@example.com,user466,2025-02-04 00:39:05
T00467,1028,2025-01-30,West,Bengaluru,S102,Books,7913.61,4695.6,3,,58,Standard,user467@example.com,user467,2025-01-30 18:51:11
T00468,1060,2025-02-26,West,Ahmedabad,S105,Grocery,3114.7,3493.49,6,Cancelled,26,Premium,user468@example.com,user468,2025-02-26 08:49:03
T00469,1034,2025-07-15,North,Chennai,S108,Electronics,11951.91,1973.52,8,Pending,55,Basic,user469@example.com,user469,2025-07-15 05:41:31
T00470,1028,2025-02-25,West,Ahmedabad,S105,Electronics,9247.62,762.17,1,Completed,20,Standard,user470@example.com,user470,2025-02-25 23:16:49
T00471,1084,2025-08-17,West,Hyderabad,S107,Clothing,6022.65,142.89,3,Cancelled,41,Standard,user471@example.com,user471,2025-08-17 00:32:45
T00472,1094,2025-09-09,West,Mumbai,S101,Grocery,4906.56,2416.79,8,Completed,52,Standard,user472@example.com,user472,2025-09-09 11:21:43
T00473,1083,2025-06-05,West,Pune,S109,Clothing,7624.04,2033.04,2,,64,Basic,user473@example.com,user473,2025-06-05 20:12:11
T00474,1025,2025-10-11,North,Kolkata,S102,Sports,4671.55,244.69,6,,21,Standard,user474@example.com,user474,2025-10-11 14:47:12
T00475,1076,2025-03-13,East,Ahmedabad,S107,Electronics,401.84,,9,Cancelled,47,Standard,user475@example.com,user475,2025-03-13 14:01:02
T00476,1006,2025-06-23,South,Bengaluru,S104,Sports,9474.56,327.47,9,,59,Standard,,user476,2025-06-23 04:47:37
T00477,1019,2025-04-30,South,Hyderabad,S108,Books,538.84,4627.84,1,Pending,60,Standard,user477@example.com,user477,2025-04-30 04:00:11
T00478,1013,2025-11-20,South,Chennai,S110,Electronics,3757.31,297.29,2,Completed,47,Standard,user478@example.com,user478,2025-11-20 19:14:04
T00479,1095,2025-04-14,South,Pune,S102,Sports,9757.1,2159.75,10,Pending,36,Premium,user479@example.com,user479,2025-04-14 01:37:11
T00480,1097,2025-06-21,South,Chennai,S106,Books,3359.33,362.95,3,,31,Standard,user480@example.com,user480,2025-06-21 01:08:06
T00481,1003,2025-11-20,South,Bengaluru,S101,Electronics,9354.17,3081.59,3,Completed,61,Standard,user481@example.com,user481,2025-11-20 18:56:18
T00482,1061,2025-08-02,East,Mumbai,S103,Sports,9527.66,3482.84,5,,42,Premium,user482@example.com,user482,2025-08-02 05:39:44
T00483,1079,2025-01-20,West,Delhi,S106,Grocery,,3001.55,1,Pending,28,Premium,user483@example.com,user483,2025-01-20 16:06:39
T00484,1065,2025-07-05,East,Ahmedabad,S104,Clothing,11842.71,4320.52,1,Pending,23,Premium,user484@example.com,user484,2025-07-05 21:54:58
T00485,1006,2025-08-31,West,Pune,S105,Furniture,2001.14,2512.7,7,Cancelled,37,Standard,user485@example.com,user485,2025-08-31 14:02:06
T00486,1004,2025-01-27,South,Bengaluru,S102,Furniture,2193.06,4628.06,8,Cancelled,42,Premium,user486@example.com,user486,2025-01-27 23:43:57
T00487,1030,2025-06-16,West,Mumbai,S107,Furniture,1410.58,1188.81,7,Pending,20,Basic,user487@example.com,user487,2025-06-16 18:31:03
T00488,1059,2025-08-12,East,Kolkata,S106,Furniture,11141.86,767.46,8,Pending,56,Basic,user488@example.com,user488,2025-08-12 08:12:21
T00489,1036,2025-03-07,East,Bengaluru,S108,Grocery,6867.12,208.87,7,Pending,64,Basic,user489@example.com,user489,2025-03-07 07:56:18
T00490,1079,2025-11-06,East,Mumbai,S102,Grocery,9555.33,826.1,9,,29,Standard,user490@example.com,user490,2025-11-06 15:53:29
T00491,1032,2025-05-23,East,Pune,S107,Books,5194.51,121.79,4,Pending,52,Premium,user491@example.com,user491,2025-05-23 13:02:02
T00492,1055,2025-08-29,South,Ahmedabad,S102,Grocery,6100.17,3680.71,8,Pending,21,Standard,user492@example.com,user492,2025-08-29 00:44:46
T00493,1038,2025-07-28,East,Bengaluru,S101,Grocery,1679.27,4752.17,5,Pending,61,Basic,,,2025-07-28 18:47:37
T00494,1018,2025-01-13,South,Chennai,S106,Sports,5618.75,,8,Completed,56,Premium,user494@example.com,user494,2025-01-13 12:57:44
T00495,1097,2025-06-20,North,Mumbai,S102,Books,3629.42,2678.06,6,Completed,48,Standard,user495@example.com,user495,2025-06-20 11:56:03
T00496,1006,2025-02-26,North,Pune,S103,Sports,5637.7,1945.63,9,Completed,51,Standard,user496@example.com,user496,2025-02-26 06:08:21
T00497,1095,2025-05-03,East,Mumbai,S106,Clothing,7823.56,2721.19,5,,33,Premium,user497@example.com,user497,2025-05-03 02:23:22
T00498,1016,2025-08-20,South,Delhi,S108,Books,6367.52,2456.82,6,Completed,28,Basic,user498@example.com,user498,2025-08-20 02:05:25
T00499,1014,2025-04-02,East,Delhi,S102,Sports,11483.86,1477.44,3,,25,Premium,user499@example.com,user499,2025-04-02 16:40:01
T00500,1017,2025-05-31,South,Pune,S107,Grocery,8220.6,2111.86,1,Cancelled,28,Premium,user500@example.com,user500,2025-05-31 00:55:51
T00011,1081,2025-04-02,North,Mumbai,S103,Clothing,1366.29,2563.02,3,Completed,54,Basic,user11@example.com,user11,2025-04-02 15:01:07
T00026,1088,2025-11-06,North,Ahmedabad,S105,Electronics,4180.28,1092.62,2,,33,Premium,user26@example.com,user26,2025-11-06 00:21:49
T00051,1012,2025-10-31,North,Ahmedabad,S104,Grocery,10235.39,1378.56,10,,37,Premium,,user51,2025-10-31 15:54:20
T00076,1046,2025-01-24,North,Kolkata,S103,Furniture,767.82,,9,,52,Standard,user76@example.com,user76,2025-01-24 05:10:11
T00101,1097,2025-11-07,West,Pune,S107,Electronics,3350.69,2238.12,5,,49,Standard,user101@example.com,user101,2025-11-07 09:02:14
T00151,1054,2025-01-09,North,Hyderabad,S110,Grocery,8118.3,1873.37,5,Pending,62,Premium,user151@example.com,user151,2025-01-09 18:30:10
T00201,1092,2025-06-05,South,Kolkata,S102,Grocery,7938.09,1248.0,10,,53,Basic,user201@example.com,user201,2025-06-05 17:32:59
T00251,1004,2025-09-15,North,Mumbai,S101,Clothing,3318.18,1641.94,1,,49,Basic,user251@example.com,user251,2025-09-15 18:14:10
T00301,1087,2025-12-02,East,Pune,S109,Books,8484.36,1605.48,10,Completed,43,Standard,user301@example.com,user301,2025-12-02 23:15:30
T00351,1026,2025-03-31,North,Mumbai,S101,Books,5323.77,3219.44,9,Pending,55,Premium,user351@example.com,user351,2025-03-31 21:02:23
