order_id,user_id,product_id,category,region,city,priority,status,quantity,base_price,price,amount,order_date,old_name,email
10423,1137.0,P999,Books,South,Bengaluru,High,Pending,6,4483.19,4483.19,26899.14,2025-06-25,User_423,user423@example.com
10424,1427.0,P494,Books,South,Hyderabad,Medium,Pending,7,2061.23,2061.23,14428.61,2025-11-29,User_424,user424@example.com
10425,1482.0,P964,Furniture,South,Hyderabad,High,Pending,3,3511.23,3511.23,10533.69,2025-10-30,User_425,user425@example.com
10426,1183.0,P726,Electronics,West,Ahmedabad,Low,Cancelled,8,988.18,988.18,7905.44,2025-03-08,User_426,user426@example.com
10427,1032.0,P367,Books,West,Pune,Medium,Completed,2,4449.21,4449.21,8898.42,2025-12-27,User_427,user427@example.com
10428,1316.0,P197,Groceries,South,Chennai,Low,Cancelled,6,2643.59,2643.59,15861.54,2025-05-08,User_428,user428@example.com
10429,1456.0,P727,Electronics,West,Pune,High,Cancelled,7,828.41,828.41,5798.87,2025-03-22,User_429,user429@example.com
10430,1123.0,P438,Clothing,West,Pune,High,Cancelled,3,466.84,466.84,1400.52,2025-04-25,User_430,user430@example.com
10431,1293.0,P558,Electronics,West,Pune,Medium,Pending,4,486.27,486.27,1945.08,2025-06-11,User_431,user431@example.com
10432,1285.0,P662,Electronics,North,Chandigarh,High,Cancelled,1,602.95,602.95,602.95,2025-11-13,User_432,user432@example.com
10433,1486.0,P449,Clothing,East,Patna,High,Completed,9,1113.57,1113.57,10022.13,2025-08-21,User_433,user433@example.com
10434,1186.0,P833,Groceries,East,Patna,High,Completed,10,3039.76,3039.76,30397.6,2025-12-04,User_434,user434@example.com
10435,1409.0,P398,Sports,South,Hyderabad,Low,Pending,6,1840.18,1840.18,11041.08,2025-12-26,User_435,user435@example.com
10436,1380.0,P838,Groceries,North,Delhi,High,Pending,3,2512.87,2512.87,7538.61,2025-11-09,User_436,user436@example.com
10437,1234.0,P944,Furniture,South,Hyderabad,Low,Pending,2,4658.06,4658.06,9316.12,2025-02-25,User_437,user437@example.com
10438,1234.0,P774,Sports,West,Mumbai,Low,Completed,10,703.77,703.77,7037.7,2025-09-13,User_438,user438@example.com
10439,1299.0,P594,Sports,North,Lucknow,High,Cancelled,1,2810.81,2810.81,2810.81,2025-10-24,User_439,user439@example.com
10440,1310.0,P429,Sports,South,Chennai,Medium,Pending,3,607.41,607.41,1822.23,2025-11-08,User_440,user440@example.com
10441,1231.0,P924,Furniture,South,Bengaluru,High,Pending,7,4821.61,4821.61,33751.27,2025-11-05,User_441,user441@example.com
10442,1478.0,P666,Books,East,Patna,High,Completed,9,4317.47,4317.47,38857.23,2025-04-18,User_442,user442@example.com
10443,1363.0,P765,Furniture,East,Patna,Low,Cancelled,6,4613.84,4613.84,27683.04,2025-12-22,User_443,user443@example.com
10444,1298.0,P684,Books,East,Patna,Low,Pending,2,3827.8,3827.8,7655.6,2025-12-12,User_444,user444@example.com
10445,,P248,Electronics,East,Bhubaneswar,Low,Completed,1,2661.38,2661.38,2661.38,2025-04-13,User_445,user445@example.com
10446,1031.0,P807,Clothing,East,Kolkata,High,Cancelled,5,3448.61,3448.61,17243.05,2025-01-17,User_446,user446@example.com
10447,1287.0,P985,Furniture,East,Bhubaneswar,Low,Cancelled,2,3118.93,3118.93,6237.86,2025-10-15,User_447,user447@example.com
10448,1147.0,P809,Books,West,Mumbai,High,Pending,9,3943.11,3943.11,35487.99,2025-07-18,User_448,user448@example.com
10449,1380.0,P357,Furniture,West,Ahmedabad,Low,Pending,6,4832.58,4832.58,28995.48,2025-04-26,User_449,user449@example.com
10450,1371.0,P298,Clothing,East,Patna,Medium,Completed,9,3718.41,3718.41,33465.69,2025-12-16,User_450,user450@example.com
10451,1020.0,P538,Clothing,North,Delhi,Low,Pending,3,3701.89,3701.89,11105.67,2025-03-08,User_451,user451@example.com
10452,1479.0,P258,Electronics,South,Chennai,High,Pending,5,127.66,127.66,638.3,2025-11-02,User_452,user452@example.com
10453,1404.0,P686,Sports,North,Lucknow,Medium,Completed,10,4231.39,4231.39,42313.9,2025-12-29,User_453,user453@example.com
10454,1402.0,P617,Furniture,East,Patna,Medium,Cancelled,4,4789.24,4789.24,19156.96,2025-10-02,User_454,user454@example.com
10455,1169.0,P439,Clothing,West,Mumbai,Medium,Completed,6,1183.87,1183.87,7103.22,2025-11-13,User_455,user455@example.com
10456,1123.0,P757,Sports,West,Ahmedabad,Low,Completed,1,662.14,662.14,662.14,2025-01-21,User_456,user456@example.com
10457,1144.0,P125,Sports,East,Bhubaneswar,Medium,Cancelled,2,1990.79,1990.79,3981.58,2025-09-18,User_457,user457@example.com
10458,1164.0,P626,Electronics,West,Pune,High,Completed,1,1552.53,1552.53,1552.53,2025-10-03,User_458,user458@example.com
10459,1109.0,P985,Books,North,Lucknow,Medium,Completed,2,1132.83,1132.83,2265.66,2025-04-16,User_459,user459@example.com
10460,1235.0,P834,Clothing,West,Ahmedabad,High,Completed,2,3759.77,3759.77,7519.54,2025-02-07,User_460,user460@example.com
10461,1116.0,P364,Groceries,North,Delhi,Medium,Pending,5,2834.61,2834.61,14173.05,2025-11-19,User_461,user461@example.com
10462,1273.0,P106,Books,West,Pune,Low,Cancelled,6,182.77,182.77,1096.62,2025-02-02,User_462,user462@example.com
10463,1148.0,P905,Books,North,Lucknow,Medium,Cancelled,2,1852.73,1852.73,3705.46,2025-02-14,User_463,user463@example.com
10464,1242.0,P260,Sports,East,Bhubaneswar,High,Completed,7,2036.05,2036.05,14252.35,2025-07-20,User_464,user464@example.com
10465,1494.0,P914,Books,East,Patna,Low,Pending,3,1560.48,1560.48,4681.44,2025-01-06,User_465,user465@example.com
10466,1275.0,P660,Electronics,South,Hyderabad,Medium,Completed,1,124.65,124.65,124.65,2025-06-26,User_466,user466@example.com
10467,1315.0,P954,Clothing,South,Bengaluru,High,Completed,9,798.03,798.03,7182.27,2025-04-03,User_467,user467@example.com
10468,1343.0,P168,Clothing,North,Lucknow,High,Completed,8,3258.91,3258.91,26071.28,2025-10-25,User_468,user468@example.com
10469,1051.0,P391,Sports,West,Pune,High,Completed,6,728.25,728.25,4369.5,2025-06-12,User_469,user469@example.com
10470,1299.0,P256,Sports,West,Pune,Low,Pending,6,3120.08,3120.08,18720.48,2025-06-11,User_470,user470@example.com
10471,1364.0,P857,Books,West,Mumbai,Medium,Pending,1,1634.75,1634.75,1634.75,2025-07-04,User_471,user471@example.com
10472,1183.0,P893,Clothing,South,Chennai,Medium,Cancelled,6,4401.64,4401.64,26409.84,2025-02-25,User_472,user472@example.com
10473,1423.0,P243,Sports,South,Chennai,High,Pending,10,501.67,501.67,5016.7,2025-11-17,User_473,user473@example.com
10474,1323.0,P131,Sports,North,Lucknow,Low,Pending,2,4471.32,4471.32,8942.64,2025-10-30,User_474,user474@example.com
10475,1276.0,P583,Books,South,Hyderabad,High,Pending,9,1377.02,1377.02,12393.18,2025-07-20,User_475,user475@example.com
10476,1046.0,P506,Clothing,South,Chennai,Low,Completed,5,756.02,756.02,3780.1,2025-12-06,User_476,user476@example.com
10477,1081.0,P283,Sports,South,Chennai,Low,Cancelled,3,3810.31,3810.31,11430.93,2025-03-16,User_477,user477@example.com
10478,1032.0,P370,Clothing,West,Pune,High,Completed,1,1172.21,1172.21,1172.21,2025-12-09,User_478,user478@example.com
10479,1451.0,P147,Electronics,South,Chennai,Low,Pending,6,2001.66,2001.66,12009.96,2025-02-22,User_479,user479@example.com
10480,1192.0,P769,Groceries,East,Patna,Medium,Cancelled,5,2935.29,2935.29,14676.45,2025-12-01,User_480,user480@example.com
10481,1264.0,P515,Clothing,North,Lucknow,Medium,Pending,5,1944.01,1944.01,9720.05,2025-09-04,User_481,user481@example.com
10482,1263.0,P758,Clothing,North,Lucknow,High,Completed,3,2255.5,2255.5,6766.5,2025-04-06,User_482,user482@example.com
10483,1117.0,P524,Clothing,South,Bengaluru,Low,Completed,10,3614.78,3614.78,36147.8,2025-09-04,User_483,user483@example.com
10484,1210.0,P122,Furniture,West,Pune,High,Completed,4,2994.88,2994.88,11979.52,2025-10-21,User_484,user484@example.com
10485,1028.0,P270,Clothing,South,Hyderabad,High,Cancelled,9,292.04,292.04,2628.36,2025-07-27,User_485,user485@example.com
10486,1310.0,P582,Groceries,North,Lucknow,High,Completed,5,4741.54,4741.54,23707.7,2025-07-30,User_486,user486@example.com
10487,1085.0,P841,Books,South,Chennai,Medium,Pending,3,3153.74,3153.74,9461.22,2025-11-02,User_487,user487@example.com
10488,1103.0,P635,Sports,North,Delhi,Low,Pending,7,1988.76,1988.76,13921.32,2025-03-18,User_488,user488@example.com
10489,1449.0,P902,Sports,North,Delhi,Low,Completed,8,4517.88,4517.88,36143.04,2025-02-17,User_489,user489@example.com
10490,1000.0,P893,Books,West,Ahmedabad,Low,Pending,3,4519.73,4519.73,13559.19,2025-09-25,User_490,user490@example.com
10491,1480.0,P921,Groceries,West,Pune,Medium,Pending,1,3518.45,3518.45,3518.45,2025-10-29,User_491,user491@example.com
10492,1465.0,P979,Electronics,North,Chandigarh,Medium,Cancelled,3,1347.14,1347.14,4041.42,2025-10-06,User_492,user492@example.com
10493,1003.0,P691,Sports,West,Pune,High,Cancelled,4,126.8,126.8,507.2,2025-01-04,User_493,user493@example.com
10494,1185.0,P209,Furniture,West,Ahmedabad,Medium,Cancelled,4,3470.06,3470.06,13880.24,2025-10-27,User_494,user494@example.com
10495,1141.0,P796,Groceries,East,Bhubaneswar,High,Pending,9,2175.45,2175.45,19579.05,2025-10-10,User_495,user495@example.com
10496,1157.0,P691,Clothing,West,Mumbai,Low,Pending,6,2839.56,2839.56,17037.36,2025-03-12,User_496,user496@example.com
10497,1082.0,P202,Furniture,North,Lucknow,Low,Pending,4,2288.31,2288.31,9153.24,2025-06-23,User_497,user497@example.com
10498,,P193,Furniture,North,Delhi,Medium,Cancelled,7,4826.39,4826.39,33784.73,2025-08-11,User_498,user498@example.com
10499,1019.0,P841,Groceries,North,Delhi,Medium,Cancelled,5,1186.67,1186.67,5933.35,2025-12-02,User_499,user499@example.com
10500,1089.0,P755,Groceries,East,Patna,Medium,Completed,10,381.57,381.57,3815.7,2025-04-14,User_500,user500@example.com
10501,1357.0,P337,Sports,East,Kolkata,High,Cancelled,1,3941.4,3941.4,3941.4,2025-01-19,User_501,user501@example.com
10502,1141.0,P898,Groceries,East,Kolkata,Medium,Cancelled,1,4880.66,4880.66,4880.66,2025-07-22,User_502,user502@example.com
10503,1035.0,P192,Sports,West,Ahmedabad,Medium,Cancelled,4,2636.94,2636.94,10547.76,2025-10-14,User_503,user503@example.com
10504,1232.0,P513,Sports,East,Bhubaneswar,High,Pending,5,1208.85,1208.85,6044.25,2025-03-31,User_504,user504@example.com
10505,1174.0,P219,Sports,West,Ahmedabad,Medium,Cancelled,2,2837.29,2837.29,5674.58,2025-10-22,User_505,user505@example.com
10506,1394.0,P349,Clothing,East,Patna,Medium,Cancelled,8,4833.67,4833.67,38669.36,2025-08-24,User_506,user506@example.com
10507,1403.0,P325,Books,North,Chandigarh,Low,Completed,2,1363.32,1363.32,2726.64,2025-06-11,User_507,user507@example.com
10508,1134.0,P354,Clothing,West,Pune,High,Pending,9,2724.69,2724.69,24522.21,2025-12-11,User_508,user508@example.com
10509,1181.0,P323,Sports,East,Kolkata,Medium,Completed,9,4663.84,4663.84,41974.56,2025-12-16,User_509,user509@example.com
10510,1135.0,P311,Furniture,South,Bengaluru,High,Completed,4,1250.82,1250.82,5003.28,2025-11-13,User_510,user510@example.com
